Day,Month,Year,Cases,Deaths,Population,Rate,Country,Code,Continent
2,1,2020,0,0,1433783692,0.0,China,CHN,Asia
2,1,2020,0,0,4076246,0.0,Croatia,HRV,Europe
2,1,2020,0,0,10649800,0.0,Czechia,CZE,Europe
2,1,2020,0,0,5806081,0.0,Denmark,DNK,Europe
2,1,2020,0,0,10738957,0.0,Dominican_Republic,DOM,America
2,1,2020,0,0,17373657,0.0,Ecuador,ECU,America
2,1,2020,0,0,100388076,0.0,Egypt,EGY,Africa
2,1,2020,0,0,1324820,0.0,Estonia,EST,Europe
2,1,2020,0,0,5517919,0.0,Finland,FIN,Europe
2,1,2020,0,0,67012883,0.0,France,FRA,Europe
2,1,2020,0,0,3996762,0.0,Georgia,GEO,Europe
2,1,2020,0,0,83019213,0.0,Germany,DEU,Europe
2,1,2020,0,0,10724599,0.0,Greece,GRC,Europe
2,1,2020,0,0,356991,0.0,Iceland,ISL,Europe
2,1,2020,0,0,1366417756,0.0,India,IND,Asia
2,1,2020,0,0,270625567,0.0,Indonesia,IDN,Asia
2,1,2020,0,0,82913893,0.0,Iran,IRN,Asia
2,1,2020,0,0,39309789,0.0,Iraq,IRQ,Asia
2,1,2020,0,0,4904240,0.0,Ireland,IRL,Europe
2,1,2020,0,0,8519373,0.0,Israel,ISR,Asia
2,1,2020,0,0,60359546,0.0,Italy,ITA,Europe
2,1,2020,0,0,126860299,0.0,Japan,JPN,Asia
2,1,2020,0,0,4207077,0.0,Kuwait,KWT,Asia
2,1,2020,0,0,6855709,0.0,Lebanon,LBN,Asia
2,1,2020,0,0,2794184,0.0,Lithuania,LTU,Europe
2,1,2020,0,0,613894,0.0,Luxembourg,LUX,Europe
2,1,2020,0,0,31949789,0.0,Malaysia,MYS,Asia
2,1,2020,0,0,127575529,0.0,Mexico,MEX,America
2,1,2020,0,0,33085,0.0,Monaco,MCO,Europe
2,1,2020,0,0,28608715,0.0,Nepal,NPL,Asia
2,1,2020,0,0,17282163,0.0,Netherlands,NLD,Europe
2,1,2020,0,0,4783062,0.0,New_Zealand,NZL,Oceania
2,1,2020,0,0,200963603,0.0,Nigeria,NGA,Africa
2,1,2020,0,0,2077132,0.0,North_Macedonia,MKD,Europe
2,1,2020,0,0,5328212,0.0,Norway,NOR,Europe
2,1,2020,0,0,4974992,0.0,Oman,OMN,Asia
2,1,2020,0,0,216565317,0.0,Pakistan,PAK,Asia
2,1,2020,0,0,108116622,0.0,Philippines,PHL,Asia
2,1,2020,0,0,2832071,0.0,Qatar,QAT,Asia
2,1,2020,0,0,19414458,0.0,Romania,ROU,Europe
2,1,2020,0,0,145872260,0.0,Russia,RUS,Europe
2,1,2020,0,0,34453,0.0,San_Marino,SMR,Europe
2,1,2020,0,0,5804343,0.0,Singapore,SGP,Asia
2,1,2020,0,0,51225321,0.0,South_Korea,KOR,Asia
2,1,2020,0,0,46937060,0.0,Spain,ESP,Europe
2,1,2020,0,0,21323734,0.0,Sri_Lanka,LKA,Asia
2,1,2020,0,0,10230185,0.0,Sweden,SWE,Europe
2,1,2020,0,0,8544527,0.0,Switzerland,CHE,Europe
2,1,2020,0,0,23773881,0.0,Taiwan,CNG1925,Asia
2,1,2020,0,0,69625581,0.0,Thailand,THA,Asia
2,1,2020,0,0,9770526,0.0,United_Arab_Emirates,ARE,Asia
2,1,2020,0,0,66647112,0.0,United_Kingdom,GBR,Europe
2,1,2020,0,0,329064917,0.0,United_States_of_America,USA,America
2,1,2020,0,0,96462108,0.0,Vietnam,VNM,Asia
3,1,2020,0,0,38041757,0.0,Afghanistan,AFG,Asia
3,1,2020,0,0,43053054,0.0,Algeria,DZA,Africa
3,1,2020,0,0,2957728,0.0,Armenia,ARM,Europe
3,1,2020,0,0,25203200,0.0,Australia,AUS,Oceania
3,1,2020,0,0,8858775,0.0,Austria,AUT,Europe
3,1,2020,0,0,10047719,0.0,Azerbaijan,AZE,Europe
3,1,2020,0,0,1641164,0.0,Bahrain,BHR,Asia
3,1,2020,0,0,9452409,0.0,Belarus,BLR,Europe
3,1,2020,0,0,11455519,0.0,Belgium,BEL,Europe
3,1,2020,0,0,211049519,0.0,Brazil,BRA,America
3,1,2020,0,0,16486542,0.0,Cambodia,KHM,Asia
3,1,2020,0,0,37411038,0.0,Canada,CAN,America
3,1,2020,0,0,-1,0.0,Cases_on_an_international_conveyance_Japan,,Other
3,1,2020,17,0,1433783692,0.0,China,CHN,Asia
3,1,2020,0,0,4076246,0.0,Croatia,HRV,Europe
3,1,2020,0,0,10649800,0.0,Czechia,CZE,Europe
3,1,2020,0,0,5806081,0.0,Denmark,DNK,Europe
3,1,2020,0,0,10738957,0.0,Dominican_Republic,DOM,America
3,1,2020,0,0,17373657,0.0,Ecuador,ECU,America
3,1,2020,0,0,100388076,0.0,Egypt,EGY,Africa
3,1,2020,0,0,1324820,0.0,Estonia,EST,Europe
3,1,2020,0,0,5517919,0.0,Finland,FIN,Europe
3,1,2020,0,0,67012883,0.0,France,FRA,Europe
3,1,2020,0,0,3996762,0.0,Georgia,GEO,Europe
3,1,2020,0,0,83019213,0.0,Germany,DEU,Europe
3,1,2020,0,0,10724599,0.0,Greece,GRC,Europe
3,1,2020,0,0,356991,0.0,Iceland,ISL,Europe
3,1,2020,0,0,1366417756,0.0,India,IND,Asia
3,1,2020,0,0,270625567,0.0,Indonesia,IDN,Asia
3,1,2020,0,0,82913893,0.0,Iran,IRN,Asia
3,1,2020,0,0,39309789,0.0,Iraq,IRQ,Asia
3,1,2020,0,0,4904240,0.0,Ireland,IRL,Europe
3,1,2020,0,0,8519373,0.0,Israel,ISR,Asia
3,1,2020,0,0,60359546,0.0,Italy,ITA,Europe
3,1,2020,0,0,126860299,0.0,Japan,JPN,Asia
3,1,2020,0,0,4207077,0.0,Kuwait,KWT,Asia
3,1,2020,0,0,6855709,0.0,Lebanon,LBN,Asia
3,1,2020,0,0,2794184,0.0,Lithuania,LTU,Europe
3,1,2020,0,0,613894,0.0,Luxembourg,LUX,Europe
3,1,2020,0,0,31949789,0.0,Malaysia,MYS,Asia
3,1,2020,0,0,127575529,0.0,Mexico,MEX,America
3,1,2020,0,0,33085,0.0,Monaco,MCO,Europe
3,1,2020,0,0,28608715,0.0,Nepal,NPL,Asia
3,1,2020,0,0,17282163,0.0,Netherlands,NLD,Europe
3,1,2020,0,0,4783062,0.0,New_Zealand,NZL,Oceania
3,1,2020,0,0,200963603,0.0,Nigeria,NGA,Africa
3,1,2020,0,0,2077132,0.0,North_Macedonia,MKD,Europe
3,1,2020,0,0,5328212,0.0,Norway,NOR,Europe
3,1,2020,0,0,4974992,0.0,Oman,OMN,Asia
3,1,2020,0,0,216565317,0.0,Pakistan,PAK,Asia
3,1,2020,0,0,108116622,0.0,Philippines,PHL,Asia
3,1,2020,0,0,2832071,0.0,Qatar,QAT,Asia
3,1,2020,0,0,19414458,0.0,Romania,ROU,Europe
3,1,2020,0,0,145872260,0.0,Russia,RUS,Europe
3,1,2020,0,0,34453,0.0,San_Marino,SMR,Europe
3,1,2020,0,0,5804343,0.0,Singapore,SGP,Asia
3,1,2020,0,0,51225321,0.0,South_Korea,KOR,Asia
3,1,2020,0,0,46937060,0.0,Spain,ESP,Europe
3,1,2020,0,0,21323734,0.0,Sri_Lanka,LKA,Asia
3,1,2020,0,0,10230185,0.0,Sweden,SWE,Europe
3,1,2020,0,0,8544527,0.0,Switzerland,CHE,Europe
3,1,2020,0,0,23773881,0.0,Taiwan,CNG1925,Asia
3,1,2020,0,0,69625581,0.0,Thailand,THA,Asia
3,1,2020,0,0,9770526,0.0,United_Arab_Emirates,ARE,Asia
3,1,2020,0,0,66647112,0.0,United_Kingdom,GBR,Europe
3,1,2020,0,0,329064917,0.0,United_States_of_America,USA,America
3,1,2020,0,0,96462108,0.0,Vietnam,VNM,Asia
4,1,2020,0,0,38041757,0.0,Afghanistan,AFG,Asia
4,1,2020,0,0,43053054,0.0,Algeria,DZA,Africa
4,1,2020,0,0,2957728,0.0,Armenia,ARM,Europe
4,1,2020,0,0,25203200,0.0,Australia,AUS,Oceania
4,1,2020,0,0,8858775,0.0,Austria,AUT,Europe
4,1,2020,0,0,10047719,0.0,Azerbaijan,AZE,Europe
4,1,2020,0,0,1641164,0.0,Bahrain,BHR,Asia
4,1,2020,0,0,9452409,0.0,Belarus,BLR,Europe
4,1,2020,0,0,11455519,0.0,Belgium,BEL,Europe
4,1,2020,0,0,211049519,0.0,Brazil,BRA,America
4,1,2020,0,0,16486542,0.0,Cambodia,KHM,Asia
4,1,2020,0,0,37411038,0.0,Canada,CAN,America
4,1,2020,0,0,-1,0.0,Cases_on_an_international_conveyance_Japan,,Other
4,1,2020,0,0,1433783692,0.0,China,CHN,Asia
4,1,2020,0,0,4076246,0.0,Croatia,HRV,Europe
4,1,2020,0,0,10649800,0.0,Czechia,CZE,Europe
4,1,2020,0,0,5806081,0.0,Denmark,DNK,Europe
4,1,2020,0,0,10738957,0.0,Dominican_Republic,DOM,America
4,1,2020,0,0,17373657,0.0,Ecuador,ECU,America
4,1,2020,0,0,100388076,0.0,Egypt,EGY,Africa
4,1,2020,0,0,1324820,0.0,Estonia,EST,Europe
4,1,2020,0,0,5517919,0.0,Finland,FIN,Europe
4,1,2020,0,0,67012883,0.0,France,FRA,Europe
4,1,2020,0,0,3996762,0.0,Georgia,GEO,Europe
4,1,2020,0,0,83019213,0.0,Germany,DEU,Europe
4,1,2020,0,0,10724599,0.0,Greece,GRC,Europe
4,1,2020,0,0,356991,0.0,Iceland,ISL,Europe
4,1,2020,0,0,1366417756,0.0,India,IND,Asia
4,1,2020,0,0,270625567,0.0,Indonesia,IDN,Asia
4,1,2020,0,0,82913893,0.0,Iran,IRN,Asia
4,1,2020,0,0,39309789,0.0,Iraq,IRQ,Asia
4,1,2020,0,0,4904240,0.0,Ireland,IRL,Europe
4,1,2020,0,0,8519373,0.0,Israel,ISR,Asia
4,1,2020,0,0,60359546,0.0,Italy,ITA,Europe
4,1,2020,0,0,126860299,0.0,Japan,JPN,Asia
4,1,2020,0,0,4207077,0.0,Kuwait,KWT,Asia
4,1,2020,0,0,6855709,0.0,Lebanon,LBN,Asia
4,1,2020,0,0,2794184,0.0,Lithuania,LTU,Europe
4,1,2020,0,0,613894,0.0,Luxembourg,LUX,Europe
4,1,2020,0,0,31949789,0.0,Malaysia,MYS,Asia
4,1,2020,0,0,127575529,0.0,Mexico,MEX,America
4,1,2020,0,0,33085,0.0,Monaco,MCO,Europe
4,1,2020,0,0,28608715,0.0,Nepal,NPL,Asia
4,1,2020,0,0,17282163,0.0,Netherlands,NLD,Europe
4,1,2020,0,0,4783062,0.0,New_Zealand,NZL,Oceania
4,1,2020,0,0,200963603,0.0,Nigeria,NGA,Africa
4,1,2020,0,0,2077132,0.0,North_Macedonia,MKD,Europe
4,1,2020,0,0,5328212,0.0,Norway,NOR,Europe
4,1,2020,0,0,4974992,0.0,Oman,OMN,Asia
4,1,2020,0,0,216565317,0.0,Pakistan,PAK,Asia
4,1,2020,0,0,108116622,0.0,Philippines,PHL,Asia
4,1,2020,0,0,2832071,0.0,Qatar,QAT,Asia
4,1,2020,0,0,19414458,0.0,Romania,ROU,Europe
4,1,2020,0,0,145872260,0.0,Russia,RUS,Europe
4,1,2020,0,0,34453,0.0,San_Marino,SMR,Europe
4,1,2020,0,0,5804343,0.0,Singapore,SGP,Asia
4,1,2020,0,0,51225321,0.0,South_Korea,KOR,Asia
4,1,2020,0,0,46937060,0.0,Spain,ESP,Europe
4,1,2020,0,0,21323734,0.0,Sri_Lanka,LKA,Asia
4,1,2020,0,0,10230185,0.0,Sweden,SWE,Europe
4,1,2020,0,0,8544527,0.0,Switzerland,CHE,Europe
4,1,2020,0,0,23773881,0.0,Taiwan,CNG1925,Asia
4,1,2020,0,0,69625581,0.0,Thailand,THA,Asia
4,1,2020,0,0,9770526,0.0,United_Arab_Emirates,ARE,Asia
4,1,2020,0,0,66647112,0.0,United_Kingdom,GBR,Europe
4,1,2020,0,0,329064917,0.0,United_States_of_America,USA,America
4,1,2020,0,0,96462108,0.0,Vietnam,VNM,Asia
5,1,2020,0,0,38041757,0.0,Afghanistan,AFG,Asia
5,1,2020,0,0,43053054,0.0,Algeria,DZA,Africa
5,1,2020,0,0,2957728,0.0,Armenia,ARM,Europe
5,1,2020,0,0,25203200,0.0,Australia,AUS,Oceania
5,1,2020,0,0,8858775,0.0,Austria,AUT,Europe
5,1,2020,0,0,10047719,0.0,Azerbaijan,AZE,Europe
5,1,2020,0,0,1641164,0.0,Bahrain,BHR,Asia
5,1,2020,0,0,9452409,0.0,Belarus,BLR,Europe
5,1,2020,0,0,11455519,0.0,Belgium,BEL,Europe
5,1,2020,0,0,211049519,0.0,Brazil,BRA,America
5,1,2020,0,0,16486542,0.0,Cambodia,KHM,Asia
5,1,2020,0,0,37411038,0.0,Canada,CAN,America
5,1,2020,0,0,-1,0.0,Cases_on_an_international_conveyance_Japan,,Other
5,1,2020,15,0,1433783692,0.0,China,CHN,Asia
5,1,2020,0,0,4076246,0.0,Croatia,HRV,Europe
5,1,2020,0,0,10649800,0.0,Czechia,CZE,Europe
5,1,2020,0,0,5806081,0.0,Denmark,DNK,Europe
5,1,2020,0,0,10738957,0.0,Dominican_Republic,DOM,America
5,1,2020,0,0,17373657,0.0,Ecuador,ECU,America
5,1,2020,0,0,100388076,0.0,Egypt,EGY,Africa
5,1,2020,0,0,1324820,0.0,Estonia,EST,Europe
5,1,2020,0,0,5517919,0.0,Finland,FIN,Europe
5,1,2020,0,0,67012883,0.0,France,FRA,Europe
5,1,2020,0,0,3996762,0.0,Georgia,GEO,Europe
5,1,2020,0,0,83019213,0.0,Germany,DEU,Europe
5,1,2020,0,0,10724599,0.0,Greece,GRC,Europe
5,1,2020,0,0,356991,0.0,Iceland,ISL,Europe
5,1,2020,0,0,1366417756,0.0,India,IND,Asia
5,1,2020,0,0,270625567,0.0,Indonesia,IDN,Asia
5,1,2020,0,0,82913893,0.0,Iran,IRN,Asia
5,1,2020,0,0,39309789,0.0,Iraq,IRQ,Asia
5,1,2020,0,0,4904240,0.0,Ireland,IRL,Europe
5,1,2020,0,0,8519373,0.0,Israel,ISR,Asia
5,1,2020,0,0,60359546,0.0,Italy,ITA,Europe
5,1,2020,0,0,126860299,0.0,Japan,JPN,Asia
5,1,2020,0,0,4207077,0.0,Kuwait,KWT,Asia
5,1,2020,0,0,6855709,0.0,Lebanon,LBN,Asia
5,1,2020,0,0,2794184,0.0,Lithuania,LTU,Europe
5,1,2020,0,0,613894,0.0,Luxembourg,LUX,Europe
5,1,2020,0,0,31949789,0.0,Malaysia,MYS,Asia
5,1,2020,0,0,33085,0.0,Monaco,MCO,Europe
5,1,2020,0,0,28608715,0.0,Nepal,NPL,Asia
5,1,2020,0,0,17282163,0.0,Netherlands,NLD,Europe
5,1,2020,0,0,4783062,0.0,New_Zealand,NZL,Oceania
5,1,2020,0,0,200963603,0.0,Nigeria,NGA,Africa
5,1,2020,0,0,2077132,0.0,North_Macedonia,MKD,Europe
5,1,2020,0,0,5328212,0.0,Norway,NOR,Europe
5,1,2020,0,0,4974992,0.0,Oman,OMN,Asia
5,1,2020,0,0,216565317,0.0,Pakistan,PAK,Asia
5,1,2020,0,0,108116622,0.0,Philippines,PHL,Asia
5,1,2020,0,0,2832071,0.0,Qatar,QAT,Asia
5,1,2020,0,0,19414458,0.0,Romania,ROU,Europe
5,1,2020,0,0,145872260,0.0,Russia,RUS,Europe
5,1,2020,0,0,34453,0.0,San_Marino,SMR,Europe
5,1,2020,0,0,5804343,0.0,Singapore,SGP,Asia
5,1,2020,0,0,51225321,0.0,South_Korea,KOR,Asia
5,1,2020,0,0,46937060,0.0,Spain,ESP,Europe
5,1,2020,0,0,21323734,0.0,Sri_Lanka,LKA,Asia
5,1,2020,0,0,10230185,0.0,Sweden,SWE,Europe
5,1,2020,0,0,8544527,0.0,Switzerland,CHE,Europe
5,1,2020,0,0,23773881,0.0,Taiwan,CNG1925,Asia
5,1,2020,0,0,69625581,0.0,Thailand,THA,Asia
5,1,2020,0,0,9770526,0.0,United_Arab_Emirates,ARE,Asia
5,1,2020,0,0,66647112,0.0,United_Kingdom,GBR,Europe
5,1,2020,0,0,329064917,0.0,United_States_of_America,USA,America
5,1,2020,0,0,96462108,0.0,Vietnam,VNM,Asia
6,1,2020,0,0,38041757,0.0,Afghanistan,AFG,Asia
6,1,2020,0,0,43053054,0.0,Algeria,DZA,Africa
6,1,2020,0,0,2957728,0.0,Armenia,ARM,Europe
6,1,2020,0,0,25203200,0.0,Australia,AUS,Oceania
6,1,2020,0,0,8858775,0.0,Austria,AUT,Europe
6,1,2020,0,0,10047719,0.0,Azerbaijan,AZE,Europe
6,1,2020,0,0,1641164,0.0,Bahrain,BHR,Asia
6,1,2020,0,0,9452409,0.0,Belarus,BLR,Europe
6,1,2020,0,0,11455519,0.0,Belgium,BEL,Europe
6,1,2020,0,0,211049519,0.0,Brazil,BRA,America
6,1,2020,0,0,16486542,0.0,Cambodia,KHM,Asia
6,1,2020,0,0,37411038,0.0,Canada,CAN,America
6,1,2020,0,0,-1,0.0,Cases_on_an_international_conveyance_Japan,,Other
6,1,2020,0,0,1433783692,0.0,China,CHN,Asia
